ship_date,carrier,carrier_service,destination_postal_code,zone,weight,dimensions
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,92553-3284,4,1.9 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,79932-1810,5,1.9 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,78245-3229,6,1.9 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,91942-4603,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92878-4610,5,1.9 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,89128-2617,4,2.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85254-0114,4,1.9 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,91752-3665,4,2.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,UPS,Ground,92672,,6.2 lb,21×9×18 in
2025-09-10T00:00:00.000Z,UPS,Ground,85379-6181,,6.2 lb,21×9×18 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92592-3296,4,3.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92503-4258,4,2.10 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,48042-1503,7,4.5 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,94080-2445,5,5.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,UPS,Ground,10029-4917,,6.2 lb,21×9×18 in
2025-09-10T00:00:00.000Z,UPS,Ground,70129-2400,,6.2 lb,21×9×18 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,91752-1558,4,10.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,79346-4102,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,68107-3126,5,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92108-1167,5,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,FedExSmartPost,SMART_POST,29207-6005,,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,UPS,Ground,48209-2733,,6.2 lb,21×9×18 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,88220-8017,5,4.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92102-4519,5,3.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,97222-5223,5,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,99752,8,4.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,FedExSmartPost,SMART_POST,85142-9638,,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78634-2300,5,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,91911-2506,5,4.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78240-4026,6,6.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,UPS,Ground,95060-9315,,6.2 lb,21×9×18 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92675-1206,5,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78616-3468,5,4.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,34113,8,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85340-5373,4,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78239-1817,6,7.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,32724-8646,8,7.8 lb,21×17×18 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85747-5710,4,5.80 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,29588,7,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,83001,3,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,75647-4563,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,95828-5247,4,3.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,30030-1316,7,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,91977-3161,5,3.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,80014-6006,4,1.7 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85747-5737,4,0.70 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85323-2623,4,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,60120-4358,6,1.6 lb,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,93711-6222,4,1.5 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92311-6430,4,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78414-5845,6,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,95403-2773,5,6.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,90003-1434,5,3.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,46221,6,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,76227-0477,5,3.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,79549-6196,5,3.0 lb,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78336-3702,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85326-3968,4,1.6 lb,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,60064-2163,6,3.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85381-4717,4,5.80 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,90723-2326,5,1.6 lb,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,77040,6,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92395-5114,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,80132-8956,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78211-2912,6,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,76226-5804,5,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,93436-6510,5,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,43512,6,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,75965,6,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,79403-1745,5,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92501-4313,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78535,6,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,95111-1715,5,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,93510-1526,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,28460,8,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,88007-7827,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,97317-0823,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,30011-9637,7,7.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,UPS,Ground,77351-2608,,6.2 lb,21×9×18 in
2025-09-10T00:00:00.000Z,UPS,Ground,78584-6262,,6.2 lb,21×9×18 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,93955-3527,5,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,91745-5616,4,4.9 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,94015-3930,5,5.1 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,80910-1226,4,3.4 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,90240-3406,5,3.4 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78109,6,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,89506-2139,4,3.4 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,90640-5127,5,4.4 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,59937-3312,4,3.5 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,79912-2627,5,3.4 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,93291-3340,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92865-2805,5,3.4 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,91741-2175,4,3.8 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92027-1712,5,3.7 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85043-7102,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78542-6846,6,6.8 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78069-4652,6,4.5 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85204-5749,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,95023-8809,5,4.5 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85379-8178,4,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,80701-3054,4,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,32507-9132,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78572-3285,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92308-6213,4,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,90604-2532,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,75010-4045,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78130-0151,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,79845,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,23513-2323,8,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,35603,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78006-1831,6,1.9 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92584-7669,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,29554-5675,7,1.9 lb,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,91601-4135,5,15.50 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,46530-7406,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,57752-0001,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,93550-5342,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,81004-3522,4,2.1 lb,10×10×10 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,66101-3527,5,3.00 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,75169-6247,5,1.6 lb,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,77901-3473,6,9.2 lb,21×9×18 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,60661-1456,6,3.40 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,93619-5294,4,2.10 oz,15×11×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85251-5712,4,6.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,32164-4823,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,20874-1869,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,57106-9001,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,77449-7491,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92683-2937,5,3.0 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,92399-2824,4,1.9 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,27410-4383,7,1.9 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,30157-5246,7,3.0 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,98260-8432,5,3.0 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,02860-1152,8,3.50 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,85118-2917,4,3.0 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,92507-1241,4,2.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,60402-3605,6,12.00 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,87031-5808,4,1.6 lb,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,92057-4254,5,3.50 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,92570-8650,4,1.9 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,91101-3430,4,2.90 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,91311-2154,5,1.9 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,94577-1902,5,10.00 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,85213-2913,4,13.00 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,60189-8185,6,3.50 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,87109-4690,4,3.0 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,77041-5403,6,1.7 lb,12×9×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,07628-1319,8,6.2 lb,21×9×18 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,97233-5733,5,1.7 lb,12×9×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,78404-3802,6,8.00 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,77044-1891,6,3.0 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,91911-2427,5,1.6 lb,12×14×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,86301-0106,4,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,64153-1777,5,1.9 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,93291-9662,4,3.4 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,49001-5013,6,3.0 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,85138-8689,4,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,79924-6945,5,3.0 lb,12×9×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,95206-3880,4,6.50 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,94579-1246,5,0.00 oz,15×11×1 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,91910-6436,5,3.5 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,60609-3420,6,1.9 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,48313-4605,7,3.4 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,14606-1915,7,1.9 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,87544-0125,4,3.2 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,92173-3045,5,3.40 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,79927-1684,5,3.4 lb,12×18×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,75154-7201,5,3.5 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,76013-1436,5,1.9 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,92081-7443,5,1.9 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,93727-5847,4,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,90640-2645,5,3.6 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,98102-5411,5,4.10 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,28377-7562,7,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,93536-2511,4,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,33702-5317,8,3.4 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,97526-2160,5,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,32708-2913,8,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,90670-5927,5,3.4 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,60402-6152,6,1.9 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,78626-2185,5,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,60402-3605,6,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,93230-1113,4,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,78746-4917,6,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,54937-9710,6,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,60402-2849,6,3.4 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,75241-2112,5,3.4 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,64835-1137,5,1.6 lb,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,79735-9568,5,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,39766-9716,6,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,64117-1127,5,10.00 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,81505-9563,2,0.70 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,75208-3916,5,12.00 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,92508-6436,4,3.00 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,87701-3288,4,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,92591-6945,4,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,UPS,Ground,92243-4468,,12.4 lb,21×17×18 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,01803-1429,8,10.00 oz,15×11×1 in
2025-09-12T00:00:00.000Z,UPS,Ground,78069-3552,,6.3 lb,21×9×18 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,78155-6954,6,3.4 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,68102-5044,5,3.00 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,93387-0761,4,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,85035-3428,4,1.9 lb,12×5×6 in
2025-09-12T00:00:00.000Z,UPS,Ground,92057-6256,,6.2 lb,21×9×18 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,85296-0429,4,3.00 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,90602-3139,5,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,60435-4501,6,3.00 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,85035-3428,4,2.1 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,92058-0655,5,1.9 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,98444-5338,5,4.1 lb,10×10×10 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,94089-2545,5,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,92532-2939,4,0.03 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,78266-1714,6,3.6 lb,10×10×10 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,37160-3148,6,3.00 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,95350-5662,4,3.1 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,95215-9101,4,0.03 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,77803-5136,6,1.7 lb,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,49221-4606,6,0.03 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,33993-7278,8,0.03 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,93203-2452,4,3.4 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,76904-5460,5,0.03 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,98277-8974,5,0.03 oz,15×11×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,92807-2803,5,3.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,93010-3008,5,0.03 oz,15×11×1 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,30014-3918,7,5.1 lb,18×14×8 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,80127-2020,4,1.9 lb,12×5×6 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,79764-9359,5,1.6 lb,15×11×1 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,90018-1856,5,1.6 lb,12×14×6 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,78747-3902,6,0.03 oz,15×11×1 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,79423-3042,5,1.5 lb,12×5×6 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,91316-1623,5,3.00 oz,15×11×1 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,37167-1791,6,3.00 oz,10×10×10 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,98012-7566,5,1.5 lb,12×5×6 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,92584-5228,4,2.00 oz,15×11×1 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,75056-3929,5,3.00 oz,15×11×1 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,90040-1227,5,1.6 lb,15×11×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,85040-3103,4,1.9 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,45323-1502,6,3.0 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,93230-9194,4,3.4 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,60626-2567,6,3.4 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,90680-3918,5,3.2 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,92114-6044,5,2.80 oz,15×11×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,79109-4821,4,3.0 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,92843-3533,5,2.1 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,95337-4376,4,1.9 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,78216-7921,6,3.0 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,93722-8812,4,1.9 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,94519-2522,5,8.00 oz,15×11×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,92407-5831,4,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,60618-3321,6,1.9 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,78254-6700,6,1.9 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,66605-3034,5,3.0 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,94513-1994,5,3.8 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,91206-1700,4,1.9 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,80221-1285,3,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,85248-3965,4,1.9 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,77498-2265,6,1.9 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,94080-2537,5,6.00 oz,15×11×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,98903-6106,5,3.2 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,92504-9698,4,7.2 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,90660-3807,5,6.50 oz,15×11×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,90028-4730,5,12.00 oz,15×11×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,76825-7941,5,1.9 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,75961-0832,6,3.0 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,92084-4403,5,3.2 lb,18×14×8 in
