Shipping Label ID,Weight (lb),State,Label Cost,FirstMile_Cost,Savings,Savings_Pct
496581210,0.46125,CA,3.88,3.53,0.3500000000000001,9.0
496581410,0.309375,NY,4.44,3.52,0.9200000000000004,20.7
496581600,0.069375,CA,3.84,3.29,0.5499999999999998,14.3
496581758,0.265,TX,3.87,3.48,0.3900000000000001,10.1
496582067,0.46125,MO,3.89,4.35,-0.4599999999999995,-11.8
496582133,0.46125,AL,4.45,4.35,0.10000000000000053,2.2
496582350,0.069375,CA,3.84,3.29,0.5499999999999998,14.3
496582407,0.46125,NC,3.91,4.35,-0.4399999999999995,-11.3
496582819,0.46125,MI,3.9,4.35,-0.44999999999999973,-11.5
496582837,0.265,OR,3.87,4.24,-0.3700000000000001,-9.6
496583176,0.46125,WA,3.89,3.53,0.3600000000000003,9.3
496583320,0.46125,TX,3.89,3.61,0.28000000000000025,7.2
496583477,0.069375,CA,3.84,3.29,0.5499999999999998,14.3
496583830,0.069375,CO,3.84,3.92,-0.08000000000000007,-2.1
496583897,0.069375,OR,4.4,3.93,0.4700000000000002,10.7
496584143,0.069375,KY,3.86,4.07,-0.2100000000000004,-5.4
496584187,0.069375,OR,4.4,3.93,0.4700000000000002,10.7
496584499,0.069375,UT,3.83,3.87,-0.040000000000000036,-1.0
496584638,0.069375,WA,3.85,3.29,0.56,14.5
496585218,0.4575,TX,3.89,3.61,0.28000000000000025,7.2
496585339,0.505625,NH,5.18,5.1,0.08000000000000007,1.5
496585861,0.065,CA,4.4,3.29,1.1100000000000003,25.2
496586208,0.46125,IL,3.89,3.68,0.20999999999999996,5.4
496586294,0.113125,NJ,4.42,3.32,1.1,24.9
496586776,0.265,MD,4.44,4.35,0.09000000000000075,2.0
496586898,0.069375,WA,3.84,3.29,0.5499999999999998,14.3
496587143,0.069375,VA,3.87,4.07,-0.20000000000000018,-5.2
496587205,0.069375,CT,4.42,4.07,0.34999999999999964,7.9
496587426,0.069375,NC,3.87,4.07,-0.20000000000000018,-5.2
496587730,0.46125,CA,3.88,3.53,0.3500000000000001,9.0
496587737,0.069375,TX,3.85,3.29,0.56,14.5
496588095,0.175,IL,3.85,3.38,0.4700000000000002,12.2
496588256,1.36375,IL,6.74,5.82,0.9199999999999999,13.6
496588795,0.63,NY,5.93,4.18,1.75,29.5
496588895,0.069375,NJ,3.87,3.32,0.5500000000000003,14.2
496589176,0.069375,NY,4.42,3.32,1.1,24.9
496589188,0.46125,WA,3.89,3.53,0.3600000000000003,9.3
496589486,0.069375,MO,3.85,4.07,-0.2200000000000002,-5.7
496589526,0.309375,WA,3.87,3.44,0.43000000000000016,11.1
496589888,0.069375,CA,4.39,3.29,1.0999999999999996,25.1
496590068,0.46125,IL,3.89,3.68,0.20999999999999996,5.4
496590330,0.069375,CA,3.84,3.29,0.5499999999999998,14.3
496590589,0.069375,CA,3.85,3.29,0.56,14.5
496591174,0.7425,FL,5.48,4.24,1.2400000000000002,22.6
496624795,0.86,FL,5.6,4.37,1.2299999999999995,22.0
496625367,0.75,CA,4.78,4.0,0.7800000000000002,16.3
496625825,0.025,TN,4.4,4.07,0.33000000000000007,7.5
496626042,0.075,NC,3.87,4.07,-0.20000000000000018,-5.2
496626378,0.46125,MA,3.91,3.68,0.22999999999999998,5.9
496626604,0.075,TN,3.85,4.07,-0.2200000000000002,-5.7
496626910,0.175,DE,4.42,4.07,0.34999999999999964,7.9
496627481,0.53125,WI,5.06,5.1,-0.040000000000000036,-0.8
496627931,0.1725,OR,4.39,3.93,0.4599999999999995,10.5
496628266,0.069375,CO,3.84,3.92,-0.08000000000000007,-2.1
496628494,0.46125,ID,3.88,4.22,-0.33999999999999986,-8.8
496628741,0.265,TX,4.42,3.48,0.94,21.3
496628981,0.265,PA,3.89,4.35,-0.4599999999999995,-11.8
496629181,0.265,CA,3.86,3.44,0.41999999999999993,10.9
496629442,0.245,HI,6.07,4.07,2.0,32.9
496629729,0.22125,CA,3.86,3.39,0.46999999999999975,12.2
496629882,0.215,NC,4.43,4.07,0.35999999999999943,8.1
496630033,0.215,NJ,3.88,3.45,0.4299999999999997,11.1
496630224,0.069375,NC,3.86,4.07,-0.2100000000000004,-5.4
496630401,0.069375,TX,3.85,3.29,0.56,14.5
496630594,0.069375,OH,3.86,4.07,-0.2100000000000004,-5.4
496630944,0.53125,TX,5.06,3.99,1.0699999999999994,21.1
496631138,0.225,IL,3.86,3.45,0.4099999999999997,10.6
496631818,0.225,MN,4.41,4.07,0.33999999999999986,7.7
496632154,0.225,GA,3.87,3.45,0.41999999999999993,10.9
496632423,0.135,MT,4.39,3.93,0.4599999999999995,10.5
496632672,0.07375,NC,3.86,4.07,-0.2100000000000004,-5.4
496632871,0.765,TN,5.53,5.92,-0.3899999999999997,-7.1
496633248,0.765,TX,5.19,4.2,0.9900000000000002,19.1
496633485,0.765,NV,4.92,5.27,-0.34999999999999964,-7.1
496633831,0.765,OK,5.19,5.58,-0.3899999999999997,-7.5
496634165,0.765,MT,5.47,5.54,-0.07000000000000028,-1.3
496634494,0.765,WA,5.47,4.06,1.4100000000000001,25.8
496637907,0.125,VA,4.41,4.07,0.33999999999999986,7.7
496638247,0.215,QLD,7.28,4.07,3.21,44.1
496638773,1.37,FL,7.3,5.82,1.4799999999999995,20.3
496638906,0.610625,LA,5.66,5.1,0.5600000000000005,9.9
496639298,0.53125,TX,5.06,3.99,1.0699999999999994,21.1
496639733,0.02,NY,3.86,3.24,0.6199999999999997,16.1
496639848,0.405,CA,3.87,3.52,0.3500000000000001,9.0
496640053,0.225,AZ,3.85,3.35,0.5,13.0
496640074,0.135,PA,3.87,4.07,-0.20000000000000018,-5.2
496640282,0.135,NY,4.42,3.38,1.04,23.5
496640321,0.75,CA,4.78,4.0,0.7800000000000002,16.3
496640521,0.125,NJ,3.87,3.32,0.5500000000000003,14.2
496640737,0.16375,GA,3.86,3.38,0.48,12.4
496640782,0.75,PA,5.48,5.13,0.35000000000000053,6.4
496640920,0.124375,MI,4.4,4.07,0.33000000000000007,7.5
496641112,0.53125,SD,5.41,5.1,0.3100000000000005,5.7
496641225,0.22125,AZ,3.85,3.35,0.5,13.0
496641313,0.069375,IL,3.85,3.32,0.5300000000000002,13.8
496641456,0.22125,MA,3.88,3.45,0.4299999999999997,11.1
496641533,0.265,OR,4.41,4.24,0.16999999999999993,3.9
496641650,0.069375,NY,3.87,3.32,0.5500000000000003,14.2
496641718,0.135,OH,3.86,4.07,-0.2100000000000004,-5.4
496641886,0.225,VA,3.88,4.07,-0.1900000000000004,-4.9
496642012,0.22125,DE,3.88,4.07,-0.1900000000000004,-4.9
496642137,0.135,TN,3.86,4.07,-0.2100000000000004,-5.4
496642198,0.75,CT,6.03,5.13,0.9000000000000004,14.9
496642357,0.53125,VA,5.18,5.1,0.08000000000000007,1.5
496642590,0.069375,IN,3.85,4.07,-0.2200000000000002,-5.7
496642642,0.265,CA,3.86,3.44,0.41999999999999993,10.9
496642982,0.360625,TX,3.88,3.54,0.33999999999999986,8.8
496643189,0.02,NE,3.84,4.02,-0.17999999999999972,-4.7
496643334,0.069375,AR,4.4,4.07,0.33000000000000007,7.5
496643654,0.265,CA,3.86,3.44,0.41999999999999993,10.9
496660998,0.46125,NY,3.91,3.68,0.22999999999999998,5.9
496662409,0.514375,AL,5.65,5.1,0.5500000000000007,9.7
496662656,0.514375,VA,5.18,5.1,0.08000000000000007,1.5
496662905,0.265,TN,4.43,4.35,0.08000000000000007,1.8
496663424,0.025,NC,3.86,4.07,-0.2100000000000004,-5.4
496663618,0.245,IN,3.87,4.07,-0.20000000000000018,-5.2
496664285,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496664618,1.05,CA,6.04,5.27,0.7700000000000005,12.7
496664912,1.05,TX,6.74,5.55,1.1900000000000004,17.7
496665450,0.75,IL,5.29,4.24,1.0499999999999998,19.8
496665500,1.12,NY,8.1,5.82,2.2799999999999994,28.1
496666319,0.02,WI,3.84,4.07,-0.23000000000000043,-6.0
496666723,0.02,AZ,3.83,3.22,0.6099999999999999,15.9
496667094,1.665,TN,7.69,6.4,1.29,16.8
496667335,0.02,FL,4.41,3.24,1.17,26.5
496667627,0.765,NC,5.66,5.92,-0.2599999999999998,-4.6
496668099,0.02,MN,4.39,4.07,0.3199999999999994,7.3
496669201,3.74,CO,6.82,5.63,1.1900000000000004,17.4
496669334,0.02,NV,3.83,3.91,-0.08000000000000007,-2.1
496670197,0.02,FL,3.86,3.24,0.6199999999999997,16.1
496671315,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496671971,0.02,CA,3.84,3.22,0.6199999999999997,16.1
496672832,0.02,CO,3.83,3.91,-0.08000000000000007,-2.1
496672868,0.02,WA,3.84,3.22,0.6199999999999997,16.1
496673725,0.02,TX,3.84,3.23,0.6099999999999999,15.9
496674070,0.02,TX,3.84,3.23,0.6099999999999999,15.9
496674194,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496674595,0.02,CA,4.39,3.22,1.1699999999999995,26.7
496674677,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496675031,0.02,PA,4.4,4.07,0.33000000000000007,7.5
496675375,0.02,AL,3.85,4.07,-0.2200000000000002,-5.7
496675393,0.02,AZ,3.83,3.22,0.6099999999999999,15.9
496675867,0.02,PA,3.86,4.07,-0.2100000000000004,-5.4
496676004,0.02,PA,3.86,4.07,-0.2100000000000004,-5.4
496676558,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496677491,0.02,MN,3.84,4.07,-0.23000000000000043,-6.0
496677995,0.02,WI,3.84,4.07,-0.23000000000000043,-6.0
496678090,0.02,NJ,3.86,3.24,0.6199999999999997,16.1
496678995,0.27,OK,3.87,4.31,-0.4399999999999995,-11.4
496679803,1.12,SC,6.89,6.4,0.4899999999999993,7.1
496680364,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496681297,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496681772,0.02,CA,3.84,3.22,0.6199999999999997,16.1
496682709,1.37,OK,6.04,5.94,0.09999999999999964,1.7
496683401,0.02,OR,4.39,3.93,0.4599999999999995,10.5
496684450,0.02,TX,3.84,3.23,0.6099999999999999,15.9
496685970,1.37,AZ,5.1,4.99,0.10999999999999943,2.2
496687464,0.27,CA,3.86,3.44,0.41999999999999993,10.9
496687930,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496688423,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496688814,0.02,WA,4.39,3.22,1.1699999999999995,26.7
496688950,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496689233,0.02,FL,3.86,3.24,0.6199999999999997,16.1
496689474,1.12,NC,7.3,6.4,0.8999999999999995,12.3
496689614,0.02,LA,3.85,4.07,-0.2200000000000002,-5.7
496690133,0.02,CA,3.84,3.22,0.6199999999999997,16.1
496690265,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496691002,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496691255,0.02,WA,3.84,3.22,0.6199999999999997,16.1
496691685,0.02,GA,3.85,3.24,0.6099999999999999,15.8
496692112,0.02,IL,4.39,3.24,1.1499999999999995,26.2
496692373,0.02,UT,3.82,3.86,-0.040000000000000036,-1.0
496692608,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496692885,1.12,OH,7.69,6.4,1.29,16.8
496692970,0.02,FL,4.41,3.24,1.17,26.5
496693372,0.02,NV,3.83,3.91,-0.08000000000000007,-2.1
496693495,0.02,TX,4.39,3.23,1.1599999999999997,26.4
496693764,0.02,MO,4.39,4.07,0.3199999999999994,7.3
496693913,0.02,FL,4.41,3.24,1.17,26.5
496694873,1.12,IL,6.74,5.82,0.9199999999999999,13.6
496695238,0.02,RI,3.86,4.07,-0.2100000000000004,-5.4
496695450,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496695854,1.12,NV,5.1,5.63,-0.5300000000000002,-10.4
496695948,0.02,GA,3.85,3.24,0.6099999999999999,15.8
496696372,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496696424,0.02,FL,4.41,3.24,1.17,26.5
496696953,0.02,CA,3.84,3.22,0.6199999999999997,16.1
496697073,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496697381,0.02,NY,3.86,3.24,0.6199999999999997,16.1
496697526,0.02,PA,3.86,4.07,-0.2100000000000004,-5.4
496698115,0.02,TX,4.39,3.23,1.1599999999999997,26.4
496698138,0.02,WI,3.84,4.07,-0.23000000000000043,-6.0
496699080,1.12,WV,7.69,6.4,1.29,16.8
496700270,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496700716,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496701656,0.02,FL,3.86,3.24,0.6199999999999997,16.1
496702519,1.12,PA,7.3,6.4,0.8999999999999995,12.3
496703332,0.02,TX,3.84,3.23,0.6099999999999999,15.9
496703608,0.225,CA,3.85,3.39,0.45999999999999996,11.9
496704141,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496705383,0.02,CO,4.38,3.91,0.46999999999999975,10.7
496705954,0.02,NV,3.83,3.91,-0.08000000000000007,-2.1
496706392,0.02,MI,3.84,4.07,-0.23000000000000043,-6.0
496706893,0.02,UT,3.82,3.86,-0.040000000000000036,-1.0
496707254,0.02,UT,3.82,3.86,-0.040000000000000036,-1.0
496707932,0.02,WA,3.84,3.22,0.6199999999999997,16.1
496708668,0.02,SC,3.85,4.07,-0.2200000000000002,-5.7
496709216,1.12,VA,7.3,6.4,0.8999999999999995,12.3
496709973,0.02,MO,3.84,4.07,-0.23000000000000043,-6.0
496710638,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496711171,0.02,CA,3.84,3.22,0.6199999999999997,16.1
496713369,0.02,TX,3.84,3.23,0.6099999999999999,15.9
496713824,0.02,MA,3.86,3.24,0.6199999999999997,16.1
496714327,0.02,WA,3.84,3.22,0.6199999999999997,16.1
496714833,1.12,OH,7.69,6.4,1.29,16.8
496716014,0.02,FL,3.86,3.24,0.6199999999999997,16.1
496716547,0.02,SC,3.85,4.07,-0.2200000000000002,-5.7
496717045,0.02,AR,4.39,4.07,0.3199999999999994,7.3
496717442,0.02,MI,4.4,4.07,0.33000000000000007,7.5
496717704,0.02,UT,4.38,3.86,0.52,11.9
496718202,0.02,MD,3.86,4.07,-0.2100000000000004,-5.4
496718758,0.02,WA,3.84,3.22,0.6199999999999997,16.1
496719012,0.02,MD,3.86,4.07,-0.2100000000000004,-5.4
496719385,0.02,UT,3.82,3.86,-0.040000000000000036,-1.0
496719947,0.02,TX,3.84,3.23,0.6099999999999999,15.9
496720307,0.02,CA,3.84,3.22,0.6199999999999997,16.1
496720707,0.02,MD,3.86,4.07,-0.2100000000000004,-5.4
496721155,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496721502,0.02,ID,3.83,3.91,-0.08000000000000007,-2.1
496721860,0.02,IA,4.39,4.07,0.3199999999999994,7.3
496722361,0.02,IA,4.39,4.07,0.3199999999999994,7.3
496723676,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496724570,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496725272,1.12,NM,5.9,5.77,0.13000000000000078,2.2
496730470,0.27,NY,4.43,3.52,0.9099999999999997,20.5
496730473,1.37,NY,7.69,5.82,1.87,24.3
496730668,0.02,VT,4.41,4.07,0.33999999999999986,7.7
496731005,0.02,CT,4.41,4.07,0.33999999999999986,7.7
496731222,0.02,MI,4.39,4.07,0.3199999999999994,7.3
496731463,0.02,RI,3.86,4.07,-0.2100000000000004,-5.4
496731678,0.02,NY,3.86,3.24,0.6199999999999997,16.1
496732072,1.12,NM,5.1,5.77,-0.6699999999999999,-13.1
496732355,0.02,FL,3.86,3.24,0.6199999999999997,16.1
496732554,0.02,GA,3.85,3.24,0.6099999999999999,15.8
496732945,0.02,NH,4.41,4.07,0.33999999999999986,7.7
496733174,0.02,CA,4.38,3.22,1.1599999999999997,26.5
496733389,0.02,MA,3.86,3.24,0.6199999999999997,16.1
496733654,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496734189,1.12,NJ,7.3,5.82,1.4799999999999995,20.3
496735350,1.12,TX,6.74,5.55,1.1900000000000004,17.7
496735549,0.02,FL,3.86,3.24,0.6199999999999997,16.1
496735848,1.12,CO,5.1,5.63,-0.5300000000000002,-10.4
496736147,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496736425,0.02,KY,3.85,4.07,-0.2200000000000002,-5.7
496736723,8.27,VIC,55.24,6.4,48.84,88.4
496736737,0.02,MA,3.86,3.24,0.6199999999999997,16.1
496737050,0.02,PA,3.86,4.07,-0.2100000000000004,-5.4
496737471,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496737844,0.02,TX,3.84,3.23,0.6099999999999999,15.9
496738017,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496738089,0.225,SD,3.86,4.07,-0.2100000000000004,-5.4
496738161,0.02,MD,3.86,4.07,-0.2100000000000004,-5.4
496738194,0.65125,MI,5.27,5.13,0.13999999999999968,2.7
496738316,0.125,ME,4.42,4.07,0.34999999999999964,7.9
496738356,0.02,NY,4.41,3.24,1.17,26.5
496738405,0.265,TX,3.87,3.48,0.3900000000000001,10.1
496738472,0.22125,WI,3.86,4.07,-0.2100000000000004,-5.4
496738563,1.170625,IL,6.74,5.82,0.9199999999999999,13.6
496738571,0.525625,DE,5.18,5.1,0.08000000000000007,1.5
496738739,0.309375,FL,3.89,3.52,0.3700000000000001,9.5
496738895,0.46125,TX,3.89,3.61,0.28000000000000025,7.2
496738914,0.02,MI,4.39,4.07,0.3199999999999994,7.3
496739117,0.27,CO,3.86,4.22,-0.3599999999999999,-9.3
496739223,0.27,GA,3.88,3.52,0.3599999999999999,9.3
496739329,0.02,OH,3.85,4.07,-0.2200000000000002,-5.7
496739505,0.02,VT,4.41,4.07,0.33999999999999986,7.7
496739594,0.02,TN,3.85,4.07,-0.2200000000000002,-5.7
496739683,0.41625,MD,3.9,4.35,-0.44999999999999973,-11.5
496739708,0.02,WI,3.84,4.07,-0.23000000000000043,-6.0
496739769,1.665,WI,6.74,6.4,0.33999999999999986,5.0
496739840,0.38,FL,3.9,3.64,0.2599999999999998,6.7
496739864,0.215,NC,3.88,4.07,-0.1900000000000004,-4.9
496740023,0.225,NY,3.88,3.45,0.4299999999999997,11.1
496740038,1.12,WA,6.04,5.27,0.7700000000000005,12.7
496740140,0.94,WA,5.89,4.21,1.6799999999999997,28.5
496740240,0.02,MN,3.84,4.07,-0.23000000000000043,-6.0
496740361,0.86,AZ,4.94,3.96,0.9800000000000004,19.8
496740369,0.02,MN,3.84,4.07,-0.23000000000000043,-6.0
496740440,0.02,PA,3.85,4.07,-0.2200000000000002,-5.7
496740516,0.765,CT,5.66,5.92,-0.2599999999999998,-4.6
496740601,0.02,WI,4.39,4.07,0.3199999999999994,7.3
496740625,0.765,CA,5.19,4.06,1.1300000000000008,21.8
496740899,0.77,KS,5.19,5.58,-0.3899999999999997,-7.5
496741196,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496741514,0.02,PA,3.86,4.07,-0.2100000000000004,-5.4
496741916,0.02,NC,3.86,4.07,-0.2100000000000004,-5.4
496741979,1.12,MI,6.89,6.4,0.4899999999999993,7.1
496742084,0.02,TN,3.85,4.07,-0.2200000000000002,-5.7
496742125,0.02,IN,3.84,4.07,-0.23000000000000043,-6.0
496742181,0.02,OR,3.83,3.93,-0.10000000000000009,-2.6
496742214,0.02,TX,3.84,3.23,0.6099999999999999,15.9
496742290,0.02,DE,3.86,4.07,-0.2100000000000004,-5.4
496742403,0.02,MN,3.84,4.07,-0.23000000000000043,-6.0
496742500,0.02,IN,3.84,4.07,-0.23000000000000043,-6.0
496742528,0.02,NY,4.41,3.24,1.17,26.5
496742585,0.02,WA,3.84,3.22,0.6199999999999997,16.1
496742631,0.02,MN,4.39,4.07,0.3199999999999994,7.3
496742657,0.02,WA,3.84,3.22,0.6199999999999997,16.1
496742975,0.02,CO,4.38,3.91,0.46999999999999975,10.7
496743028,0.02,CT,3.86,4.07,-0.2100000000000004,-5.4
496743133,0.02,NC,3.85,4.07,-0.2200000000000002,-5.7
496743139,0.02,ME,3.86,4.07,-0.2100000000000004,-5.4
496743172,1.37,OH,6.89,6.4,0.4899999999999993,7.1
496743245,0.02,MO,4.39,4.07,0.3199999999999994,7.3
496743334,0.02,PA,3.86,4.07,-0.2100000000000004,-5.4
496743649,0.02,VA,3.85,4.07,-0.2200000000000002,-5.7
496743702,0.02,NJ,3.86,3.24,0.6199999999999997,16.1
496743960,0.02,WA,3.84,3.22,0.6199999999999997,16.1
496743967,0.02,NY,3.86,3.24,0.6199999999999997,16.1
496744084,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496744169,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496744205,0.02,DC,3.86,4.07,-0.2100000000000004,-5.4
496744244,0.02,AZ,3.83,3.22,0.6099999999999999,15.9
496744392,0.02,MD,4.41,4.07,0.33999999999999986,7.7
496744442,0.02,OH,3.85,4.07,-0.2200000000000002,-5.7
496744841,0.02,WI,4.39,4.07,0.3199999999999994,7.3
496744919,0.02,GA,3.85,3.24,0.6099999999999999,15.8
496745070,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496745124,0.02,IL,3.84,3.24,0.5999999999999996,15.6
496745209,0.02,OK,3.84,4.02,-0.17999999999999972,-4.7
496745329,0.02,NH,4.41,4.07,0.33999999999999986,7.7
496745387,0.02,IN,4.39,4.07,0.3199999999999994,7.3
496745479,0.02,WA,3.84,3.22,0.6199999999999997,16.1
496745524,1.12,CA,5.1,5.27,-0.16999999999999993,-3.3
496745547,0.02,MI,3.85,4.07,-0.2200000000000002,-5.7
496745730,0.02,NC,3.85,4.07,-0.2200000000000002,-5.7
496745905,0.02,CO,3.83,3.91,-0.08000000000000007,-2.1
496745917,1.12,OR,6.04,5.77,0.27000000000000046,4.5
496746134,0.02,MN,3.84,4.07,-0.23000000000000043,-6.0
496746152,0.27,NY,3.89,3.52,0.3700000000000001,9.5
496746380,0.02,MI,3.85,4.07,-0.2200000000000002,-5.7
496746418,0.02,MI,4.4,4.07,0.33000000000000007,7.5
496746552,0.02,NH,4.41,4.07,0.33999999999999986,7.7
496746589,0.02,NC,4.4,4.07,0.33000000000000007,7.5
496746732,0.02,UT,3.82,3.86,-0.040000000000000036,-1.0
496746755,0.02,FL,3.86,3.24,0.6199999999999997,16.1
496747345,0.02,CA,3.83,3.22,0.6099999999999999,15.9
496866444,0.46125,MN,4.44,4.35,0.09000000000000075,2.0
496866970,0.069375,CA,3.84,3.29,0.5499999999999998,14.3
496868600,0.265,FL,4.44,3.52,0.9200000000000004,20.7
496869054,0.46125,WA,4.44,3.53,0.9100000000000006,20.5
496869611,0.069375,AR,3.85,4.07,-0.2200000000000002,-5.7
496870030,0.069375,TX,3.85,3.29,0.56,14.5
496870204,0.069375,IN,3.85,4.07,-0.2200000000000002,-5.7
496870487,0.069375,FL,3.87,3.32,0.5500000000000003,14.2
496870544,0.069375,IL,3.85,3.32,0.5300000000000002,13.8
496870915,0.26125,VA,3.89,4.35,-0.4599999999999995,-11.8
496871141,0.069375,OK,3.85,4.02,-0.16999999999999948,-4.4
496871230,0.265,OK,3.87,4.31,-0.4399999999999995,-11.4
496871897,0.109375,TN,4.41,4.07,0.33999999999999986,7.7
496872088,0.113125,WA,4.4,3.29,1.1100000000000003,25.2
496872176,0.265,CA,3.86,3.44,0.41999999999999993,10.9
496872432,0.265,TX,3.87,3.48,0.3900000000000001,10.1
496872668,0.101875,CA,3.84,3.29,0.5499999999999998,14.3
496872725,0.404375,NE,4.43,4.31,0.1200000000000001,2.7
496873273,0.265,CA,3.86,3.44,0.41999999999999993,10.9
496873426,0.113125,TX,3.85,3.29,0.56,14.5
496873671,0.069375,ID,3.84,3.92,-0.08000000000000007,-2.1
496873761,0.254375,CA,3.86,3.44,0.41999999999999993,10.9
496873975,0.069375,GA,4.41,3.32,1.0900000000000003,24.7
496874070,0.069375,CA,3.84,3.29,0.5499999999999998,14.3
496874378,0.46125,CA,3.88,3.53,0.3500000000000001,9.0
496874709,0.4575,MI,3.9,4.35,-0.44999999999999973,-11.5
496875199,0.4575,MO,3.89,4.35,-0.4599999999999995,-11.8
496875597,0.265,NM,3.86,4.24,-0.38000000000000034,-9.8
496875688,0.68625,CO,4.76,4.86,-0.10000000000000053,-2.1
496875891,0.069375,FL,3.87,3.32,0.5500000000000003,14.2
496876134,0.265,IN,4.42,4.35,0.07000000000000028,1.6
496876356,0.058125,NC,3.85,4.07,-0.2200000000000002,-5.7
496876573,0.069375,NH,3.87,4.07,-0.20000000000000018,-5.2
496876758,0.069375,TX,3.85,3.29,0.56,14.5
496876900,0.069375,MI,4.41,4.07,0.33999999999999986,7.7
496877047,0.069375,TX,3.85,3.29,0.56,14.5
496877429,0.069375,NC,3.87,4.07,-0.20000000000000018,-5.2
496877540,0.660625,NJ,5.38,4.18,1.2000000000000002,22.3
496877754,0.46125,SC,4.46,4.35,0.11000000000000032,2.5
496878118,0.1175,IA,4.4,4.07,0.33000000000000007,7.5
496878326,0.069375,WY,4.39,3.92,0.46999999999999975,10.7
496878579,0.265,TX,3.87,3.48,0.3900000000000001,10.1
496878932,0.46125,CA,4.43,3.53,0.8999999999999999,20.3
496878984,0.069375,VA,3.87,4.07,-0.20000000000000018,-5.2
496879283,0.46125,FL,3.9,3.68,0.21999999999999975,5.6
496879317,0.450625,FL,4.45,3.68,0.77,17.3
496879604,0.46125,ND,4.44,4.35,0.09000000000000075,2.0
496879795,0.46125,NM,4.43,4.25,0.17999999999999972,4.1
496880365,0.101875,FL,3.87,3.32,0.5500000000000003,14.2
496880415,0.46125,OR,3.88,4.25,-0.3700000000000001,-9.5
496880659,0.069375,KS,3.85,4.02,-0.16999999999999948,-4.4
496880923,0.069375,CA,3.84,3.29,0.5499999999999998,14.3
496881314,0.069375,OK,3.85,4.02,-0.16999999999999948,-4.4
496881333,0.265,AZ,3.86,3.39,0.46999999999999975,12.2
496881857,0.265,TX,3.87,3.48,0.3900000000000001,10.1
496881967,0.069375,FL,3.87,3.32,0.5500000000000003,14.2
496882143,0.069375,FL,4.41,3.32,1.0900000000000003,24.7
496882419,0.265,TX,4.42,3.48,0.94,21.3
496882562,0.74,TX,5.29,4.12,1.17,22.1
496882615,0.46125,CA,3.88,3.53,0.3500000000000001,9.0
496882908,0.069375,OK,3.85,4.02,-0.16999999999999948,-4.4
496883292,0.4575,TX,3.89,3.61,0.28000000000000025,7.2
496883347,0.069375,IN,3.85,4.07,-0.2200000000000002,-5.7
496883609,0.46125,NJ,3.91,3.68,0.22999999999999998,5.9
496883969,0.46125,AZ,4.43,3.46,0.9699999999999998,21.9
496884069,1.36375,CA,5.1,5.27,-0.16999999999999993,-3.3
496884274,0.46125,TX,3.89,3.61,0.28000000000000025,7.2
496884517,0.069375,MD,3.87,4.07,-0.20000000000000018,-5.2
496884647,0.450625,CO,3.88,4.22,-0.33999999999999986,-8.8
496885032,0.46125,WA,4.43,3.53,0.8999999999999999,20.3
496885109,0.208125,LA,3.86,4.07,-0.2100000000000004,-5.4
496885454,0.309375,CA,3.86,3.44,0.41999999999999993,10.9
496886702,0.265,CA,3.86,3.44,0.41999999999999993,10.9
496887081,0.254375,OH,3.88,4.35,-0.46999999999999975,-12.1
496889516,0.069375,WA,3.85,3.29,0.56,14.5
496889813,0.069375,CA,3.84,3.29,0.5499999999999998,14.3
496890107,0.069375,TX,4.4,3.29,1.1100000000000003,25.2
496890450,0.069375,NY,3.87,3.32,0.5500000000000003,14.2
496890851,0.168125,FL,4.42,3.38,1.04,23.5
496891461,0.069375,KS,3.85,4.02,-0.16999999999999948,-4.4
496891754,0.069375,GA,3.86,3.32,0.54,14.0
