TransactionDate,OrginZip,DestZip,Weight,WeightUnit,ServiceDesc
1/13/2025,43125,92359,0.46,L,Mail Innovations
1/13/2025,43125,33709,0.56,L,Mail Innovations
1/13/2025,43125,1824,0.56,L,Mail Innovations
1/13/2025,43125,60010,0.12,L,Mail Innovations
1/13/2025,43125,78418,0.44,L,Mail Innovations
1/13/2025,43125,72396,0.56,L,Mail Innovations
1/13/2025,43125,99603,0.54,L,Mail Innovations
1/13/2025,43125,49319,0.12,L,Mail Innovations
1/13/2025,43125,48823,0.12,L,Mail Innovations
1/13/2025,43125,33149,0.12,L,Mail Innovations
1/13/2025,43125,28327,0.42,L,Mail Innovations
1/13/2025,43125,45140,0.56,L,Mail Innovations
1/13/2025,43125,80021,0.12,L,Mail Innovations
1/13/2025,43125,45324,0.52,L,Mail Innovations
1/13/2025,43125,98052,0.5,L,Mail Innovations
1/13/2025,43125,60563,0.12,L,Mail Innovations
1/13/2025,43125,17007,0.56,L,Mail Innovations
1/13/2025,43125,80302,0.12,L,Mail Innovations
1/13/2025,43125,77089,0.56,L,Mail Innovations
1/13/2025,43125,91737,0.68,L,Mail Innovations
1/13/2025,43125,11430,0.46,L,Mail Innovations
1/13/2025,43125,44839,0.06,L,Mail Innovations
1/13/2025,43125,95503,0.13,L,Mail Innovations
1/13/2025,43125,99343,0.12,L,Mail Innovations
1/13/2025,43125,95949,0.12,L,Mail Innovations
1/13/2025,43125,2302,0.44,L,Mail Innovations
1/13/2025,43125,2494,0.56,L,Mail Innovations
1/13/2025,43125,75840,0.44,L,Mail Innovations
1/13/2025,43125,30345,0.44,L,Mail Innovations
1/13/2025,43125,10128,0.12,L,Mail Innovations
1/13/2025,43125,77069,0.12,L,Mail Innovations
1/13/2025,43125,2148,0.35,L,Mail Innovations
1/13/2025,43125,29708,0.12,L,Mail Innovations
1/13/2025,43125,95521,0.12,L,Mail Innovations
1/13/2025,43125,99163,0.12,L,Mail Innovations
1/13/2025,43125,65026,0.44,L,Mail Innovations
1/13/2025,43125,93410,0.11,L,Mail Innovations
1/13/2025,43125,27514,0.42,L,Mail Innovations
1/13/2025,43125,75601,0.49,L,Mail Innovations
1/15/2025,43125,30028,0.55,L,Mail Innovations
1/15/2025,43125,66212,0.33,L,Mail Innovations
1/15/2025,43125,10314,0.33,L,Mail Innovations
1/15/2025,43125,72556,0.42,L,Mail Innovations
1/15/2025,43125,80304,0.55,L,Mail Innovations
1/15/2025,43125,58849,0.44,L,Mail Innovations
1/15/2025,43125,55927,0.34,L,Mail Innovations
1/15/2025,43125,48103,0.33,L,Mail Innovations
1/15/2025,43125,19106,0.33,L,Mail Innovations
1/15/2025,43125,45107,0.33,L,Mail Innovations
1/15/2025,43125,43081,0.33,L,Mail Innovations
1/15/2025,43125,38943,0.66,L,Mail Innovations
1/15/2025,43125,99207,0.59,L,Mail Innovations
1/15/2025,43125,33431,0.33,L,Mail Innovations
1/15/2025,43125,98103,0.56,L,Mail Innovations
1/15/2025,43125,98103,0.45,L,Mail Innovations
1/15/2025,43125,60614,0.58,L,Mail Innovations
1/15/2025,43125,44011,0.53,L,Mail Innovations
1/15/2025,43125,90680,0.33,L,Mail Innovations
1/15/2025,43125,90650,0.33,L,Mail Innovations
1/15/2025,43125,36116,0.57,L,Mail Innovations
1/15/2025,43125,2144,0.33,L,Mail Innovations
1/15/2025,43125,50703,0.58,L,Mail Innovations
1/15/2025,43125,1002,0.33,L,Mail Innovations
1/15/2025,43125,7012,0.33,L,Mail Innovations
1/15/2025,43125,24550,0.33,L,Mail Innovations
1/15/2025,43125,78076,0.33,L,Mail Innovations
1/15/2025,43125,89107,0.33,L,Mail Innovations
1/15/2025,43125,28227,0.33,L,Mail Innovations
1/15/2025,43125,10001,0.33,L,Mail Innovations
1/15/2025,43125,12202,0.33,L,Mail Innovations
1/15/2025,43125,22655,0.42,L,Mail Innovations
1/15/2025,43125,37040,0.33,L,Mail Innovations
1/15/2025,43125,63857,0.33,L,Mail Innovations
1/15/2025,43125,78610,0.33,L,Mail Innovations
1/15/2025,43125,98407,0.33,L,Mail Innovations
1/15/2025,43125,84101,0.33,L,Mail Innovations
1/15/2025,43125,91915,0.33,L,Mail Innovations
1/15/2025,43125,76706,0.58,L,Mail Innovations
1/15/2025,43125,14224,0.42,L,Mail Innovations
1/15/2025,43125,84009,0.44,L,Mail Innovations
1/15/2025,43125,99205,0.54,L,Mail Innovations
1/15/2025,43125,7960,0.42,L,Mail Innovations
1/15/2025,43125,53562,0.5,L,Mail Innovations
1/15/2025,43125,29838,0.55,L,Mail Innovations
1/15/2025,43125,99301,0.33,L,Mail Innovations
1/15/2025,43125,39564,0.46,L,Mail Innovations
1/15/2025,43125,3249,0.58,L,Mail Innovations
1/15/2025,43125,44133,0.66,L,Mail Innovations
1/15/2025,43125,28906,0.44,L,Mail Innovations
1/15/2025,43125,73004,0.63,L,Mail Innovations
1/15/2025,43125,37203,0.58,L,Mail Innovations
1/15/2025,43125,76401,0.44,L,Mail Innovations
1/15/2025,43125,29487,0.66,L,Mail Innovations
1/15/2025,43125,19143,0.56,L,Mail Innovations
1/15/2025,43125,94507,0.45,L,Mail Innovations
1/15/2025,43125,2019,0.51,L,Mail Innovations
1/15/2025,43125,8401,0.45,L,Mail Innovations
1/15/2025,43125,34285,0.53,L,Mail Innovations
1/15/2025,43125,20817,0.41,L,Mail Innovations
1/15/2025,43125,33411,0.62,L,Mail Innovations
1/15/2025,43125,80003,0.44,L,Mail Innovations
1/15/2025,43125,75081,0.57,L,Mail Innovations
1/15/2025,43125,90221,0.46,L,Mail Innovations
1/15/2025,43125,90403,0.45,L,Mail Innovations
1/15/2025,43125,60618,0.56,L,Mail Innovations
1/15/2025,43125,33597,0.71,L,Mail Innovations
1/15/2025,43125,30467,0.62,L,Mail Innovations
1/15/2025,43125,55904,0.42,L,Mail Innovations
1/15/2025,43125,20009,0.55,L,Mail Innovations
1/15/2025,43125,30606,0.41,L,Mail Innovations
1/15/2025,43125,97304,0.57,L,Mail Innovations
1/15/2025,43125,27205,0.4,L,Mail Innovations
1/15/2025,43125,80203,0.62,L,Mail Innovations
1/15/2025,43125,97301,0.54,L,Mail Innovations
1/15/2025,43125,93101,0.42,L,Mail Innovations
1/15/2025,43125,92806,0.44,L,Mail Innovations
1/15/2025,43125,28411,0.44,L,Mail Innovations
1/15/2025,43125,74966,0.62,L,Mail Innovations
1/15/2025,43125,97703,0.45,L,Mail Innovations
1/15/2025,43125,74129,0.62,L,Mail Innovations
1/15/2025,43125,92663,0.55,L,Mail Innovations
1/15/2025,43125,47715,0.5,L,Mail Innovations
1/15/2025,43125,4938,0.57,L,Mail Innovations
1/15/2025,43125,10451,0.36,L,Mail Innovations
1/15/2025,43125,40059,0.55,L,Mail Innovations
1/15/2025,43125,63601,0.39,L,Mail Innovations
1/15/2025,43125,7424,0.54,L,Mail Innovations
1/15/2025,43125,87031,0.44,L,Mail Innovations
1/15/2025,43125,73036,0.55,L,Mail Innovations
1/15/2025,43125,98166,0.43,L,Mail Innovations
1/15/2025,43125,28052,0.57,L,Mail Innovations
1/15/2025,43125,60657,0.55,L,Mail Innovations
1/15/2025,43125,15213,0.6,L,Mail Innovations
1/15/2025,43125,78613,0.41,L,Mail Innovations
1/15/2025,43125,95240,0.45,L,Mail Innovations
1/15/2025,43125,30721,0.62,L,Mail Innovations
1/15/2025,43125,63390,0.42,L,Mail Innovations
1/15/2025,43125,36117,0.44,L,Mail Innovations
1/15/2025,43125,75082,0.55,L,Mail Innovations
1/15/2025,43125,11793,0.62,L,Mail Innovations
1/15/2025,43125,37601,0.56,L,Mail Innovations
1/15/2025,43125,37745,0.57,L,Mail Innovations
1/15/2025,43125,17350,0.56,L,Mail Innovations
1/15/2025,43125,46787,0.55,L,Mail Innovations
1/15/2025,43125,45701,0.62,L,Mail Innovations
1/15/2025,43125,34787,0.11,L,Mail Innovations
1/15/2025,43125,63005,0.12,L,Mail Innovations
1/15/2025,43125,77445,0.11,L,Mail Innovations
1/15/2025,43125,46350,0.12,L,Mail Innovations
1/15/2025,43125,30161,0.12,L,Mail Innovations
1/15/2025,43125,85288,0.12,L,Mail Innovations
1/15/2025,43125,87701,0.12,L,Mail Innovations
1/15/2025,43125,54022,0.12,L,Mail Innovations
1/15/2025,43125,7304,0.11,L,Mail Innovations
1/15/2025,43125,14487,0.11,L,Mail Innovations
1/15/2025,43125,95630,0.11,L,Mail Innovations
1/15/2025,43125,1510,0.13,L,Mail Innovations
1/15/2025,43125,55112,0.13,L,Mail Innovations
1/15/2025,43125,98908,0.12,L,Mail Innovations
1/15/2025,43125,61853,0.11,L,Mail Innovations
1/15/2025,43125,93454,0.12,L,Mail Innovations
1/15/2025,43125,12110,0.13,L,Mail Innovations
1/15/2025,43125,98133,0.12,L,Mail Innovations
1/15/2025,43125,16801,0.11,L,Mail Innovations
1/15/2025,43125,19506,0.12,L,Mail Innovations
1/15/2025,43125,28107,0.11,L,Mail Innovations
1/15/2025,43125,49307,0.12,L,Mail Innovations
1/15/2025,43125,70118,0.12,L,Mail Innovations
1/15/2025,43125,93065,0.12,L,Mail Innovations
1/15/2025,43125,93105,0.12,L,Mail Innovations
1/15/2025,43125,92024,0.12,L,Mail Innovations
1/15/2025,43125,74804,0.12,L,Mail Innovations
1/15/2025,43125,59501,0.12,L,Mail Innovations
1/15/2025,43125,93514,0.12,L,Mail Innovations
1/15/2025,43125,80013,0.12,L,Mail Innovations
1/15/2025,43125,84118,0.12,L,Mail Innovations
1/15/2025,43125,34113,0.11,L,Mail Innovations
1/15/2025,43125,49601,0.12,L,Mail Innovations
1/15/2025,43125,91711,0.11,L,Mail Innovations
1/15/2025,43125,3103,0.76,L,Mail Innovations
1/15/2025,43125,91301,0.44,L,Mail Innovations
1/15/2025,43125,14454,0.89,L,Mail Innovations
1/15/2025,43125,36830,0.44,L,Mail Innovations
1/15/2025,43125,92069,0.44,L,Mail Innovations
1/15/2025,43125,19518,0.95,L,Mail Innovations
1/15/2025,43125,55116,0.8,L,Mail Innovations
1/15/2025,43125,81007,0.88,L,Mail Innovations
1/15/2025,43125,98115,0.98,L,Mail Innovations
1/15/2025,43125,29680,0.9,L,Mail Innovations
1/15/2025,43125,61761,0.67,L,Mail Innovations
1/15/2025,43125,81321,0.33,L,Mail Innovations
1/15/2025,43125,88426,0.33,L,Mail Innovations
1/15/2025,43125,58102,0.87,L,Mail Innovations
1/15/2025,43125,30308,0.97,L,Mail Innovations
1/15/2025,43125,75077,0.69,L,Mail Innovations
1/15/2025,43125,3079,0.9,L,Mail Innovations
1/15/2025,43125,41051,0.62,L,Mail Innovations
1/15/2025,43125,29649,0.9,L,Mail Innovations
1/15/2025,43125,70471,0.67,L,Mail Innovations
1/15/2025,43125,98837,0.9,L,Mail Innovations
1/15/2025,43125,77043,0.74,L,Mail Innovations
1/15/2025,43125,9812,0.72,L,Mail Innovations
1/15/2025,43125,90255,0.95,L,Mail Innovations
1/15/2025,43125,11229,0.75,L,Mail Innovations
1/15/2025,43125,47401,0.71,L,Mail Innovations
1/15/2025,43125,85008,0.87,L,Mail Innovations
1/15/2025,43125,8540,0.89,L,Mail Innovations
1/15/2025,43125,80229,0.84,L,Mail Innovations
1/15/2025,43125,33133,0.69,L,Mail Innovations
1/15/2025,43125,53168,0.86,L,Mail Innovations
1/15/2025,43125,7928,0.91,L,Mail Innovations
1/15/2025,43125,28504,0.62,L,Mail Innovations
1/15/2025,43125,54442,0.45,L,Mail Innovations
1/15/2025,43125,29615,0.9,L,Mail Innovations
1/15/2025,43125,27502,0.58,L,Mail Innovations
1/15/2025,43125,46032,0.55,L,Mail Innovations
1/15/2025,43125,90740,0.63,L,Mail Innovations
1/15/2025,43125,43560,0.65,L,Mail Innovations
1/15/2025,43125,43215,0.88,L,Mail Innovations
1/15/2025,43125,39350,1,L,Mail Innovations
1/15/2025,43125,33037,0.75,L,Mail Innovations
1/15/2025,43125,94709,0.75,L,Mail Innovations
1/15/2025,43125,97338,0.96,L,Mail Innovations
1/15/2025,43125,89134,0.73,L,Mail Innovations
1/15/2025,43125,66227,0.42,L,Mail Innovations
1/15/2025,43125,2842,0.33,L,Mail Innovations
1/15/2025,43125,55126,0.72,L,Mail Innovations
1/15/2025,43125,14214,0.33,L,Mail Innovations
1/15/2025,43125,49090,0.72,L,Mail Innovations
1/15/2025,43125,20003,0.76,L,Mail Innovations
1/15/2025,43125,10456,0.61,L,Mail Innovations
1/15/2025,43125,16803,0.99,L,Mail Innovations
1/15/2025,43125,12850,0.65,L,Mail Innovations
1/15/2025,43125,32259,0.91,L,Mail Innovations
1/15/2025,43125,20744,0.94,L,Mail Innovations
1/15/2025,43125,90401,0.84,L,Mail Innovations
1/15/2025,43125,61412,0.76,L,Mail Innovations
1/15/2025,43125,74447,0.9,L,Mail Innovations
1/15/2025,43125,74873,0.73,L,Mail Innovations
1/15/2025,43125,71360,0.44,L,Mail Innovations
1/15/2025,43125,46545,0.44,L,Mail Innovations
1/15/2025,43125,53092,0.8,L,Mail Innovations
1/15/2025,43125,10038,0.9,L,Mail Innovations
1/15/2025,43125,19115,0.35,L,Mail Innovations
1/15/2025,43125,68154,0.79,L,Mail Innovations
1/15/2025,43125,1462,0.66,L,Mail Innovations
1/15/2025,43125,85326,0.99,L,Mail Innovations
1/15/2025,43125,45121,0.66,L,Mail Innovations
1/15/2025,43125,55104,0.95,L,Mail Innovations
1/15/2025,43125,60538,0.99,L,Mail Innovations
1/15/2025,43125,34135,0.86,L,Mail Innovations
1/15/2025,43125,79016,0.44,L,Mail Innovations
1/15/2025,43125,97128,0.87,L,Mail Innovations
1/17/2025,43125,61341,0.78,L,Mail Innovations
1/17/2025,43125,27516,0.42,L,Mail Innovations
1/17/2025,43125,95956,0.55,L,Mail Innovations
1/17/2025,43125,32765,0.63,L,Mail Innovations
1/17/2025,43125,54303,0.7,L,Mail Innovations
1/17/2025,43125,7030,0.43,L,Mail Innovations
1/17/2025,43125,80204,0.95,L,Mail Innovations
1/17/2025,43125,97230,0.44,L,Mail Innovations
1/17/2025,43125,39759,0.72,L,Mail Innovations
1/17/2025,43125,19605,0.75,L,Mail Innovations
1/17/2025,43125,64133,0.71,L,Mail Innovations
1/17/2025,43125,4347,0.71,L,Mail Innovations
1/17/2025,43125,15201,0.71,L,Mail Innovations
1/17/2025,43125,60201,0.71,L,Mail Innovations
1/17/2025,43125,13212,0.72,L,Mail Innovations
1/17/2025,43125,30339,0.71,L,Mail Innovations
1/17/2025,43125,22314,0.71,L,Mail Innovations
1/17/2025,43125,44060,0.71,L,Mail Innovations
1/17/2025,43125,45107,0.71,L,Mail Innovations
1/17/2025,43125,48341,0.71,L,Mail Innovations
1/17/2025,43125,60016,0.13,L,Mail Innovations
1/17/2025,43125,78681,0.12,L,Mail Innovations
1/17/2025,43125,29464,0.12,L,Mail Innovations
1/17/2025,43125,32603,0.72,L,Mail Innovations
1/17/2025,43125,99803,0.11,L,Mail Innovations
1/17/2025,43125,45014,0.12,L,Mail Innovations
1/17/2025,43125,78550,0.71,L,Mail Innovations
1/17/2025,43125,93280,0.71,L,Mail Innovations
1/17/2025,43125,80023,0.71,L,Mail Innovations
1/17/2025,43125,94565,0.71,L,Mail Innovations
1/17/2025,43125,77401,0.17,L,Mail Innovations
1/17/2025,43125,98532,0.72,L,Mail Innovations
1/17/2025,43125,20052,0.14,L,Mail Innovations
1/17/2025,43125,30349,0.71,L,Mail Innovations
1/17/2025,43125,37380,0.14,L,Mail Innovations
1/17/2025,43125,98225,0.14,L,Mail Innovations
1/17/2025,43125,38018,0.71,L,Mail Innovations
1/17/2025,43125,46013,0.14,L,Mail Innovations
1/17/2025,43125,33558,0.81,L,Mail Innovations
1/17/2025,43125,98368,0.89,L,Mail Innovations
1/17/2025,43125,20736,0.9,L,Mail Innovations
1/17/2025,43125,55082,0.74,L,Mail Innovations
1/17/2025,43125,55414,0.42,L,Mail Innovations
1/17/2025,43125,65201,0.75,L,Mail Innovations
1/17/2025,43125,14623,0.61,L,Mail Innovations
1/17/2025,43125,87506,0.95,L,Mail Innovations
1/17/2025,43125,2771,0.72,L,Mail Innovations
1/17/2025,43125,45140,0.41,L,Mail Innovations
1/17/2025,43125,79401,0.45,L,Mail Innovations
1/17/2025,43125,2493,0.51,L,Mail Innovations
1/17/2025,43125,82801,0.58,L,Mail Innovations
1/17/2025,43125,40508,0.84,L,Mail Innovations
1/17/2025,43125,77506,0.7,L,Mail Innovations
1/17/2025,43125,25812,0.48,L,Mail Innovations
1/17/2025,43125,66621,0.91,L,Mail Innovations
1/17/2025,43125,19014,0.93,L,Mail Innovations
1/17/2025,43125,98296,0.96,L,Mail Innovations
1/17/2025,43125,43452,0.66,L,Mail Innovations
1/17/2025,43125,75234,0.7,L,Mail Innovations
1/17/2025,43125,13603,0.48,L,Mail Innovations
1/17/2025,43125,91326,0.94,L,Mail Innovations
1/17/2025,43125,68787,0.43,L,Mail Innovations
1/17/2025,43125,70555,0.44,L,Mail Innovations
1/17/2025,43125,45429,0.62,L,Mail Innovations
1/17/2025,43125,65248,0.72,L,Mail Innovations
1/17/2025,43125,91941,0.53,L,Mail Innovations
1/17/2025,43125,23456,0.9,L,Mail Innovations
1/17/2025,43125,92234,0.76,L,Mail Innovations
1/17/2025,43125,44236,0.97,L,Mail Innovations
1/17/2025,43125,94572,0.95,L,Mail Innovations
1/17/2025,43125,32246,0.87,L,Mail Innovations
1/17/2025,43125,92109,0.72,L,Mail Innovations
1/17/2025,43125,6810,0.67,L,Mail Innovations
1/17/2025,43125,98387,0.65,L,Mail Innovations
1/17/2025,43125,22303,0.71,L,Mail Innovations
1/17/2025,43125,1742,0.44,L,Mail Innovations
1/17/2025,43125,19067,0.57,L,Mail Innovations
1/17/2025,43125,40422,0.69,L,Mail Innovations
1/17/2025,43125,79549,0.66,L,Mail Innovations
1/17/2025,43125,49506,0.9,L,Mail Innovations
1/17/2025,43125,51231,0.44,L,Mail Innovations
1/17/2025,43125,80927,0.75,L,Mail Innovations
1/17/2025,43125,53703,0.95,L,Mail Innovations
1/17/2025,43125,16635,0.71,L,Mail Innovations
1/17/2025,43125,13219,0.71,L,Mail Innovations
1/17/2025,43125,11554,0.71,L,Mail Innovations
1/17/2025,43125,49009,0.71,L,Mail Innovations
1/17/2025,43125,19555,0.71,L,Mail Innovations
1/17/2025,43125,32407,0.71,L,Mail Innovations
1/17/2025,43125,63130,0.71,L,Mail Innovations
1/17/2025,43125,33455,0.71,L,Mail Innovations
1/17/2025,43125,19145,0.71,L,Mail Innovations
1/17/2025,43125,17527,0.72,L,Mail Innovations
1/17/2025,43125,92104,0.71,L,Mail Innovations
1/17/2025,43125,60047,0.71,L,Mail Innovations
1/17/2025,43125,13501,0.7,L,Mail Innovations
1/17/2025,43125,6010,0.71,L,Mail Innovations
1/17/2025,43125,10002,0.71,L,Mail Innovations
1/17/2025,43125,97267,0.71,L,Mail Innovations
1/17/2025,43125,60558,0.71,L,Mail Innovations
1/17/2025,43125,34981,0.71,L,Mail Innovations
1/17/2025,43125,80817,0.71,L,Mail Innovations
1/17/2025,43125,21557,0.71,L,Mail Innovations
1/17/2025,43125,97062,0.71,L,Mail Innovations
1/17/2025,43125,27107,0.71,L,Mail Innovations
1/17/2025,43125,64057,0.66,L,Mail Innovations
1/17/2025,43125,11724,0.57,L,Mail Innovations
1/17/2025,43125,28762,0.45,L,Mail Innovations
1/17/2025,43125,31793,0.57,L,Mail Innovations
1/17/2025,43125,70364,0.71,L,Mail Innovations
1/17/2025,43125,80127,0.72,L,Mail Innovations
1/17/2025,43125,29016,0.71,L,Mail Innovations
1/17/2025,43125,3561,0.42,L,Mail Innovations
1/17/2025,43125,17038,0.43,L,Mail Innovations
1/17/2025,43125,60074,0.71,L,Mail Innovations
1/17/2025,43125,2904,0.52,L,Mail Innovations
1/17/2025,43125,80525,0.71,L,Mail Innovations
1/17/2025,43125,27540,0.72,L,Mail Innovations
1/17/2025,43125,15425,0.71,L,Mail Innovations
1/17/2025,43125,77340,0.44,L,Mail Innovations
1/17/2025,43125,46528,0.56,L,Mail Innovations
1/17/2025,43125,33029,0.71,L,Mail Innovations
1/17/2025,43125,32738,0.71,L,Mail Innovations
1/17/2025,43125,61401,0.71,L,Mail Innovations
1/17/2025,43125,19805,0.71,L,Mail Innovations
1/17/2025,43125,44039,0.71,L,Mail Innovations
1/17/2025,43125,32169,0.71,L,Mail Innovations
1/17/2025,43125,2889,0.71,L,Mail Innovations
1/17/2025,43125,30549,0.71,L,Mail Innovations
1/17/2025,43125,56560,0.71,L,Mail Innovations
1/17/2025,43125,19030,0.72,L,Mail Innovations
1/17/2025,43125,48104,0.71,L,Mail Innovations
1/17/2025,43125,95240,0.71,L,Mail Innovations
1/17/2025,43125,44039,0.71,L,Mail Innovations
1/17/2025,43125,10514,0.71,L,Mail Innovations
1/17/2025,43125,77571,0.71,L,Mail Innovations
1/17/2025,43125,77041,0.71,L,Mail Innovations
1/17/2025,43125,46217,0.71,L,Mail Innovations
1/17/2025,43125,35004,0.71,L,Mail Innovations
1/17/2025,43125,44107,0.71,L,Mail Innovations
1/17/2025,43125,46001,0.9,L,Mail Innovations
1/17/2025,43125,46033,0.98,L,Mail Innovations
1/17/2025,43125,39759,0.85,L,Mail Innovations
1/17/2025,43125,56601,0.91,L,Mail Innovations
1/17/2025,43125,85373,0.4,L,Mail Innovations
1/21/2025,43125,33567,2.43,L,Mail Innovations
1/21/2025,43125,85016,3.17,L,Mail Innovations
1/21/2025,43125,39427,2.34,L,Mail Innovations
1/21/2025,43125,93036,2.64,L,Mail Innovations
1/21/2025,43125,75455,2.47,L,Mail Innovations
1/21/2025,43125,44131,3.16,L,Mail Innovations
1/21/2025,43125,11201,2.34,L,Mail Innovations
1/21/2025,43125,44646,2.41,L,Mail Innovations
1/21/2025,43125,46738,2.33,L,Mail Innovations
1/21/2025,43125,33971,2.57,L,Mail Innovations
1/21/2025,43125,95828,2.35,L,Mail Innovations
1/21/2025,43125,57073,2.53,L,Mail Innovations
1/21/2025,43125,1757,3.14,L,Mail Innovations
1/21/2025,43125,21234,3.16,L,Mail Innovations
1/21/2025,43125,65616,1.04,L,Mail Innovations
1/21/2025,43125,8558,1.07,L,Mail Innovations
1/21/2025,43125,34974,1.02,L,Mail Innovations
1/21/2025,43125,72701,1.04,L,Mail Innovations
1/21/2025,43125,6824,1.1,L,Mail Innovations
1/21/2025,43125,45406,1.26,L,Mail Innovations
1/21/2025,43125,54830,1.02,L,Mail Innovations
1/21/2025,43125,10025,1,L,Mail Innovations
1/22/2025,43125,33134,2.32,L,Mail Innovations
1/22/2025,43125,2904,2.32,L,Mail Innovations
1/22/2025,43125,40422,1.05,L,Mail Innovations
1/24/2025,43125,46205,2.44,L,Mail Innovations
1/24/2025,43125,84093,2.32,L,Mail Innovations
1/24/2025,43125,33414,2.29,L,Mail Innovations
1/24/2025,43125,13304,2.5,L,Mail Innovations
1/24/2025,43125,84341,1.03,L,Mail Innovations
1/24/2025,43125,92067,1.19,L,Mail Innovations
1/21/2025,43125,17331,0.62,L,Mail Innovations
1/21/2025,43125,92807,0.9,L,Mail Innovations
1/21/2025,43125,92130,0.54,L,Mail Innovations
1/21/2025,43125,89138,0.59,L,Mail Innovations
1/21/2025,43125,54703,0.45,L,Mail Innovations
1/21/2025,43125,2108,0.45,L,Mail Innovations
1/21/2025,43125,92117,0.66,L,Mail Innovations
1/21/2025,43125,55414,0.65,L,Mail Innovations
1/21/2025,43125,83864,0.45,L,Mail Innovations
1/21/2025,43125,40515,0.45,L,Mail Innovations
1/21/2025,43125,60102,0.57,L,Mail Innovations
1/21/2025,43125,28203,0.56,L,Mail Innovations
1/21/2025,43125,87111,0.45,L,Mail Innovations
1/21/2025,43125,76262,0.67,L,Mail Innovations
1/21/2025,43125,98040,0.61,L,Mail Innovations
1/21/2025,43125,95959,0.53,L,Mail Innovations
1/21/2025,43125,74501,0.66,L,Mail Innovations
1/21/2025,43125,34684,0.45,L,Mail Innovations
1/21/2025,43125,32714,0.35,L,Mail Innovations
1/21/2025,43125,79756,0.84,L,Mail Innovations
1/21/2025,43125,60620,0.47,L,Mail Innovations
1/21/2025,43125,52073,0.45,L,Mail Innovations
1/21/2025,43125,73170,0.58,L,Mail Innovations
1/21/2025,43125,34207,0.59,L,Mail Innovations
1/21/2025,43125,94508,0.42,L,Mail Innovations
1/21/2025,43125,62260,0.45,L,Mail Innovations
1/21/2025,43125,17404,0.45,L,Mail Innovations
1/21/2025,43125,92129,0.52,L,Mail Innovations
1/21/2025,43125,75040,0.57,L,Mail Innovations
1/21/2025,43125,66736,0.67,L,Mail Innovations
1/21/2025,43125,44646,0.67,L,Mail Innovations
1/21/2025,43125,2171,0.41,L,Mail Innovations
1/21/2025,43125,35444,0.58,L,Mail Innovations
1/21/2025,43125,78704,0.34,L,Mail Innovations
1/21/2025,43125,49866,0.57,L,Mail Innovations
1/21/2025,43125,33431,0.45,L,Mail Innovations
1/21/2025,43125,13901,0.67,L,Mail Innovations
1/21/2025,43125,55328,0.45,L,Mail Innovations
1/21/2025,43125,85087,0.44,L,Mail Innovations
1/21/2025,43125,12222,0.65,L,Mail Innovations
1/21/2025,43125,86001,0.6,L,Mail Innovations
1/21/2025,43125,80210,0.45,L,Mail Innovations
1/21/2025,43125,27591,0.57,L,Mail Innovations
1/21/2025,43125,70003,0.44,L,Mail Innovations
1/21/2025,43125,54911,0.39,L,Mail Innovations
1/21/2025,43125,91977,0.46,L,Mail Innovations
1/21/2025,43125,28768,0.42,L,Mail Innovations
1/21/2025,43125,2453,0.66,L,Mail Innovations
1/21/2025,43125,29412,0.58,L,Mail Innovations
1/21/2025,43125,41075,0.55,L,Mail Innovations
1/21/2025,43125,87547,0.62,L,Mail Innovations
1/21/2025,43125,37355,0.45,L,Mail Innovations
1/21/2025,43125,10471,0.49,L,Mail Innovations
1/21/2025,43125,94610,0.55,L,Mail Innovations
1/21/2025,43125,88301,0.57,L,Mail Innovations
1/21/2025,43125,91403,0.61,L,Mail Innovations
1/21/2025,43125,49315,0.52,L,Mail Innovations
1/21/2025,43125,59044,0.4,L,Mail Innovations
1/21/2025,43125,33144,0.45,L,Mail Innovations
1/21/2025,43125,84604,0.45,L,Mail Innovations
1/21/2025,43125,27613,0.5,L,Mail Innovations
1/21/2025,43125,49506,0.56,L,Mail Innovations
1/21/2025,43125,76513,0.59,L,Mail Innovations
1/21/2025,43125,1082,0.44,L,Mail Innovations
1/21/2025,43125,47404,0.46,L,Mail Innovations
1/21/2025,43125,48109,0.61,L,Mail Innovations
1/21/2025,43125,29130,0.67,L,Mail Innovations
1/21/2025,43125,78043,0.45,L,Mail Innovations
1/21/2025,43125,53143,0.41,L,Mail Innovations
1/21/2025,43125,77578,0.45,L,Mail Innovations
1/21/2025,43125,65109,0.45,L,Mail Innovations
1/21/2025,43125,6010,0.57,L,Mail Innovations
1/21/2025,43125,55108,0.58,L,Mail Innovations
1/21/2025,43125,10019,0.44,L,Mail Innovations
1/21/2025,43125,48911,0.67,L,Mail Innovations
1/21/2025,43125,26505,0.12,L,Mail Innovations
1/21/2025,43125,32514,0.12,L,Mail Innovations
1/21/2025,43125,55414,0.11,L,Mail Innovations
1/21/2025,43125,48917,0.12,L,Mail Innovations
1/21/2025,43125,94305,0.12,L,Mail Innovations
1/21/2025,43125,8010,0.12,L,Mail Innovations
1/21/2025,43125,68901,0.12,L,Mail Innovations
1/21/2025,43125,47408,0.12,L,Mail Innovations
1/21/2025,43125,60626,0.12,L,Mail Innovations
1/21/2025,43125,28216,0.12,L,Mail Innovations
1/21/2025,43125,16801,0.12,L,Mail Innovations
1/21/2025,43125,64034,0.12,L,Mail Innovations
1/21/2025,43125,21236,0.12,L,Mail Innovations
